word,pos,meaning,example,match_id,is_same
bồ đề,d,"từ của đạo Phật, biểu thị trí tuệ và con đường giác ngộ","#""Kiếp tu đã nguyện bồ đề, Lòng son bảy mối, tóc thề mười phương."" (PT)",oewn-14011709-n,True
bồ đề,d,"cây to, thân thẳng, gỗ trắng nhẹ, dùng làm vỏ hộp và que diêm, nhựa dùng làm thuốc [gọi là an tức hương]",,oewn-12711414-n,False
bồ hòn,d,"cây to cùng họ với vải, nhãn, quả tròn, vị rất đắng, có thể dùng để giặt thay xà phòng","#""Của ngon chẳng còn đến trưa, Bồ hòn có ngọt thì vua đã dùng."" (Cdao)",oewn-12761982-n,True
bồ hóng,d,"bụi mịn đen do khói đóng lại lâu ngày thành mảng, thành lớp trên nóc bếp, vách bếp","#""Nhà kín bưng, lặng lẽ, khói bếp lùa lên những quả bầu lọ đựng hạt giống, (...) những chiếc thùng gỗ thông đã nhóng nhánh màu bồ hóng."" (Tô Hoài; 20)",oewn-14817703-n,True
bồ hôi,d,mồ hôi,"#""(…) cuộc sống hằng ngày lại bắt đầu, với những bồ hôi nước mắt, những khổ cực âm thầm (...)"" (Lan Khai; 1)",oewn-00622867-n,False
bồ kếp,d,"cây to, thân và cành có gai dài, quả dẹp, thường dùng để nấu nước gội đầu hoặc làm thuốc chữa bệnh",#gội đầu bằng nước bồ kết,oewn-12761982-n,True
bồ kết,d,"cây to, thân và cành có gai dài, quả dẹp, thường dùng để nấu nước gội đầu hoặc làm thuốc chữa bệnh",#gội đầu bằng nước bồ kết,oewn-12761982-n,False
bồ liễu,d,"loài cây rụng lá sớm nhất về mùa đông, dễ mọc, nhưng dễ tàn; dùng trong văn học cổ để ví người phụ nữ có thể chất yếu đuối","#""Hồn còn mang nặng lời thề, Nát thân bồ liễu đền nghì trúc mai."" (TKiều) #""Thương nàng mười tám xuân xanh, Tấm thân bồ liễu một cành bơ vơ."" (Cdao)",oewn-12745702-n,True
bồ ngắm,d,"vật chuẩn hình trụ tròn, đặt trên đỉnh cột tiêu dùng trong trắc địa",,oewn-03345668-n,False
bồ ngót,d,rau ngót,,oewn-07724917-n,True
bồ nhí,d,nhân tình còn rất trẻ tuổi [của một người đã đứng tuổi; hàm ý châm biếm],"#""Cô là bồ nhí của một lão già đường bệ, hàng tháng lão ta chỉ lên đây với cô dăm bảy ngày."" (Nguyễn Kiên; 3)",oewn-10343410-n,False
bồ nông,d,"chim cỡ lớn, mỏ to và dài, cổ có bìu đựng mồi kiếm được, sống từng đàn ở bờ sông, bờ biển, thường bắt cá ăn",,oewn-02054499-n,True
bồ quân,d,"cây nhỡ, thân có gai mập, lá hình trái xoan, có răng khía, quả chín màu đỏ tím, ăn vị hơi chua","#""Cháu cười híp mí, Má đỏ bồ quân, Thôi chào đồng chí!, Cháu đi xa dần."" (Tố Hữu; 19)",oewn-12725273-n,False
bồ ruột,d,"người bạn hoặc người tình gắn bó nhất, thân thiết nhất",#nhỏ bạn là bồ ruột của em từ hồi vỡ lòng,oewn-09870779-n,True
bồ sứt cạp,d,ví thân người to lớn sồ sề quá mức [thường nói về phụ nữ],#to như bồ sứt cạp,oewn-10148670-n,False
bồ tát,d,"[thường viết hoa] người tu hành đắc đạo trong đạo Phật, có hiểu biết rộng, có đức độ cao","#""Nguyên là Bồ Tát thủa xưa, Hiện làm công chúa độ cho xa gần."" (BCB)",oewn-09555495-n,True
bồ tạt,d,"bột trắng có tính kiềm, dễ tan trong nước, dùng để tẩy giặt, chế xà phòng",,oewn-15069411-n,True
bồ tạt,d,tên gọi thông thường của một số muối kali dùng chế phân hoá học,#phân bồ tạt,oewn-15021410-n,False
bổ củi,d,"bọ cánh cứng, phần ngực khớp với phần bụng, đầu có thể ngóc lên bổ xuống tựa như người bổ củi",,oewn-02179091-n,True
bổ đề,d,mệnh đề có tính chất bổ trợ cho một hay nhiều định lí,,oewn-06764547-n,True
bổ ngữ,d,"thành phần cú pháp bổ nghĩa cho động từ, tính từ",#'bài' trong 'học sinh làm bài' là bổ ngữ,oewn-06326631-n,True
bố,d,cha [có thể dùng để xưng gọi],#bố nào con nấy #bố chồng,oewn-10100638-n,True
bố,d,"con vật đực thuộc thế hệ trước, trực tiếp sinh ra thế hệ sau","#lựa chọn cá bố, cá mẹ",oewn-01325996-n,True
bố,d,"từ dùng để gọi người lớn tuổi, đáng bậc cha [tỏ ý thân mật hoặc vui đùa]",#mời bố đến nhà con chơi #bố già,oewn-10007601-n,True
bố,d,từ dùng để gọi người đàn ông bằng lứa hoặc trẻ em trai [hàm ý đùa nghịch hoặc trách cứ],"#nghịch vừa vừa thôi bố ạ! #thôi đi mấy bố #""Hỏi, rồi lại sợ các bố ấy mặt sưng mày xỉa ra rồi bao nhiêu cái tử tế nhân nghĩa trước kia lại vứt toi hết cả."" (Nguyễn Tuân; 8)",oewn-10394913-n,True
bố,d,"từ dùng để tự xưng khi tức giận, muốn tỏ vẻ trịch thượng hoặc hách dịch","#con kia, bố mày nói mà mày không nghe à? #""Mẹ kiếp, bố đợi cái ngày này đã bao nhiêu năm. Đến lúc bố thấy mệt và quên đi thì mày chết."" (Nguyễn Thị Thu Huệ; 5)",oewn-10123833-n,False
bố,d,"cỡ lớn, to [thường nói về chai lọ]",#chai bố,oewn-05103453-n,False
bố,d,"từ dùng trong tiếng rủa, biểu thị ý hơi bực mình","#nói thế thì bố ai mà biết được #kệ bố nó! #""Cứ để mất bố nó cái ruộng họ ấy đi rồi chúng tôi ngồi tù cũng được chứ sao."" (Mạnh Phú Tư; 1)",oewn-09834593-n,True
bố,d,cây đay,,oewn-14949783-n,True
bố,d,vải dày dệt bằng sợi đay thô,"#giày bố #""Cha tôi bận cái quần cụt bằng vải bố, bận lâu phèn đóng cứng giặt phơi khô xong có thể dựng lên được."" (Lê Văn Thảo; 8)",oewn-02926182-n,True
bố,d,bố chính [gọi tắt],"#""Quan phủ và quan Bố xin cáo thoái ra về, sau khi có vài lời phân ưu theo thói quen."" (Vũ Trọng Phụng; 12)",oewn-10101225-n,False
bố cáo,d,bản thông báo cho mọi người biết về một sự kiện quan trọng,#dán bố cáo truy nã tội phạm,oewn-06759293-n,True
bố chánh,d,"chức quan sau tuần phủ hay tổng đốc, chuyên trông coi việc thuế khoá, tài chính ở tỉnh dưới thời nhà Nguyễn",,oewn-10746908-n,False
bố chính,d,"chức quan sau tuần phủ hay tổng đốc, chuyên trông coi việc thuế khoá, tài chính ở tỉnh dưới thời nhà Nguyễn",,oewn-10746908-n,False
bố cu,d,từ dùng ở nông thôn thời trước để gọi người đàn ông [còn trẻ] có con trai đầu lòng [hàm ý thân mật],"#""Chị chàng cứ gọi là 'lác mắt', khi thấy bố cu dí vào tận mũi đủ trăm bạc!"" (Lan Khai; 2)",oewn-10007601-n,False
bố cục,d,"sự sắp xếp, bố trí các yếu tố, các thành phần trong một chỉnh thể",#thay đổi bố cục của cuốn sách,oewn-05083641-n,True
bố dượng,d,"chồng sau của mẹ, trong quan hệ với con của người chồng trước [không dùng để xưng gọi]",,oewn-10674140-n,True
bố già,d,"từ dùng để gọi người đàn ông lớn tuổi, đáng bậc cha mình, tỏ ý vui đùa, thân mật","#""Nếu bố già không ngại tôi là người lạ, ta cùng đi cho vui."" (Nguyễn Kiên; 18)",oewn-10394913-n,False
bố già,d,"kẻ cầm đầu lão luyện, có thế lực lớn trong một tổ chức mafia",,oewn-10045020-n,True
bố kinh,d,từ dùng để chỉ người vợ hiền,"#""Đã cho vào bậc bố kinh, Đạo tòng phu lấy chữ trinh làm đầu."" (TKiều)",oewn-10008828-n,False
bố mẹ,d,cha mẹ,,oewn-10419190-n,True
bố tời,d,"vải dày dệt bằng sợi đay rất thô, thường dùng làm bao tải","#""Thằng Vọi vẫn vận khố, mặc một cái áo vải ta nhuộm chàm, sợi to như bố tời."" (Anh Đức; 4)",oewn-04130661-n,True
bộ,d,"những cái biểu hiện ra bên ngoài của một con người, qua cử chỉ, dáng vẻ, v.v. [nói tổng quát]","#""Lão ngồi ngẩn, đôi mắt líu díu, bộ suy nghĩ ráo riết."" (Tô Hoài; 16)",oewn-04681322-n,False
bộ,d,"khả năng, năng lực xét qua cử chỉ, dáng vẻ bề ngoài, nhìn một cách tổng quát [thường hàm ý coi thường]",#bộ nó thì làm ăn gì!,oewn-04904939-n,False
bộ,d,"tập hợp gồm những vật cùng loại hoặc thường được dùng phối hợp cùng với nhau, làm thành một chỉnh thể","#bộ quần áo #bộ bàn ghế #sách trọn bộ 5 tập #""Bấy giờ mới giở đến bộ lòng gà. Mề, gan, tim, phổi, các thứ đều được thái riêng và được bày riêng vào một góc đĩa."" (Ngô Tất Tố; 7)",oewn-08013131-n,True
bộ,d,"tập hợp gồm một số bộ phận của máy móc hay thiết bị có một chức năng, công dụng nhất định nào đó",#bộ khuếch đại âm thanh #bộ nhớ máy tính #bộ giảm tốc của ô tô,oewn-02752795-n,True
bộ,d,"đơn vị phân loại sinh học, dưới lớp, trên họ",#bộ rùa thuộc lớp bò sát,oewn-08123900-n,True
bộ,d,"nhóm phân loại chữ Hán, dựa trên phần giống nhau về hình thể",#cách tra từ điển tiếng Hán theo bộ,oewn-05877576-n,False
bộ,d,"cơ quan trung ương của bộ máy nhà nước, lãnh đạo và quản lí một ngành công tác",#bộ công an #bộ giáo dục #bộ và các cơ quan ngang bộ,oewn-08130970-n,True
bộ,d,"từ dùng trong tên gọi của một vài cơ quan chỉ huy, lãnh đạo cấp cao",#bộ tổng tham mưu #bộ chỉ huy #bộ chính trị,oewn-08354251-n,False
bộ,d,"mặt đất, đất liền, phân biệt với đường thuỷ, đường hàng không",#bộ binh #giao thông đường bộ,oewn-09357302-n,True
bộ,d,"bước chân, coi là phương thức đi lại, phân biệt với việc dùng phương tiện giao thông [nói khái quát]","#xe hỏng, phải dắt bộ một đoạn #""Thấy tôi đòi về bộ, anh ta nhất định không chịu, hè hụi dắt ngựa đi thắng xe để đưa tôi (...)"" (Anh Đức; 20)",oewn-00284412-n,True
bộ bánh cóc,d,"bộ phận gồm một bánh có răng, một cạnh xiên, một cạnh đứng [gọi là bánh cóc] và một miếng cứng cài vào cạnh đứng của răng [gọi là móng cóc hay cá], làm cho bánh răng chỉ quay được một chiều",,oewn-04062292-n,True
bộ binh,d,"binh chủng của lục quân, quân sĩ đi bộ tác chiến [khi có chiến tranh]",#đơn vị bộ binh #súng bộ binh,oewn-08407114-n,True
bộ cánh,d,bộ quần áo đẹp để diện,"#thắng bộ cánh mới #""Các cô thợ tơ có bộ cánh hồ lơ, áo lót trắng, khoét cổ trong."" (Tô Hoài; 30)",oewn-02759103-n,False
bộ chế hoà khí,d,"khí cụ để pha chế hỗn hợp cháy từ nhiên liệu lỏng nhẹ [như xăng, dầu hoả] và không khí để cung cấp cho động cơ đốt trong",,oewn-02965636-n,True
bộ chỉ huy,d,cơ quan chỉ huy quân sự cấp binh đoàn hoặc tương đương,#bộ chỉ huy quân sự #bộ chỉ huy mặt trận,oewn-08421852-n,True
bộ chính trị,d,"cơ quan lãnh đạo cao nhất của một số chính đảng, do ban chấp hành trung ương cử ra",#uỷ viên bộ chính trị,oewn-08344020-n,True
bộ dàn,d,"các thiết bị âm thanh điện tử như đầu phát audio hoặc video, ampli, loa, v.v., được kết hợp với nhau thành một hệ thống, tạo ra sự tiện dụng và làm tăng chất lượng âm thanh",#bộ dàn karaoke,oewn-02760467-n,True
bộ dạng,d,"dáng vẻ, cử chỉ thể hiện ra bên ngoài [nói tổng quát]","#bộ dạng tiều tuỵ #bộ dạng xun xoe, bợ đỡ #""Chi mặc áo the thâm, đội mũ trắng, dận guốc, hớn hở, tay cầm cái liễn sứ, mắt nhìn trời, bộ dạng vui vẻ lắm."" (Nguyễn Công Hoan; 8)",oewn-04681322-n,False
bộ duyệt,d,"chương trình máy tính cho phép xem được các thông tin, hình ảnh, v.v. trình bày trên trang web",#trình duyệt web,oewn-06583477-n,True
bộ đàm,d,máy bộ đàm [nói tắt],,oewn-04553144-n,True
bộ điều giải,d,"[A: modulator-demodulator, viết tắt] thiết bị biến đổi các tín hiệu số của một máy tính thành những tín hiệu dạng tương tự để có thể truyền qua đường điện thoại, và ngược lại biến đổi các tín hiệu dạng tương tự nhận được thành những tín hiệu số tương đương",,oewn-03783287-n,True
bộ điệu,d,"dáng, vẻ lộ ra qua cử chỉ, nét mặt, cách đi đứng [nhìn một cách tổng quát]","#""Cả trường phải ngạc nhiên về bộ điệu của Nga. Nga làm như người điên."" (Nguyễn Công Hoan; 8)",oewn-04681322-n,False
bộ đồ,d,[hoặc kng] bộ quần áo,#mặc bộ đồ mới #bộ đồ bà ba,oewn-03865478-n,True
bộ đội,d,người trong quân đội [Việt Nam],"#""Bà có hai con trai là thằng Cớn và thằng Cởn, một đi bộ đội, một vào du kích, cả hai đều đã hy sinh."" (Nguyễn Khải; 23)",oewn-10641415-n,False
bộ đội,d,"từ gọi chung bộ phận, thành phần của quân đội",#bộ đội lục quân #bộ đội địa phương,oewn-08215338-n,True
bộ đội chủ lực,d,"bộ phận nòng cốt của quân đội, gồm các quân chủng lục quân, phòng không, không quân, hải quân",,oewn-08215338-n,False
bộ đội địa phương,d,"thành phần của quân đội ở tại địa phương [tỉnh, thành phố, quận, huyện]",,oewn-08408163-n,True
bộ giàn,d,"các thiết bị âm thanh điện tử như đầu phát audio hoặc video, ampli, loa, v.v., được kết hợp với nhau thành một hệ thống, tạo ra sự tiện dụng và làm tăng chất lượng âm thanh",#bộ dàn karaoke,oewn-02760467-n,True
bộ gõ,d,"tập hợp các nhạc cụ phát ra âm thanh nhờ động tác gõ, đánh lên bề mặt",#trống là nhạc cụ chính trong bộ gõ,oewn-03921556-n,True
bộ hạ,d,"người trực tiếp dưới quyền, giúp việc cho một người có thế lực",#bộ hạ thân tín #dung túng cho bọn bộ hạ làm càn,oewn-10689430-n,True
bộ hành,d,"người đi bộ, người đi bằng đường bộ","#""Cây đa cũ bến đò xưa, Bộ hành có nghĩa, nắng mưa cũng chờ."" (Cdao)",oewn-10431800-n,True
bộ khuếch đại,d,khí cụ làm tăng trị số của một đại lượng nào đó nhờ năng lượng của nguồn ngoài,#bộ khuếch đại âm thanh,oewn-02708803-n,True
bộ lạc,d,"hình thái tộc người ở thời đại nguyên thuỷ, bao gồm một số thị tộc thân thuộc có chung một tên gọi, có chung tài sản và ngôn ngữ, sống cạnh nhau trên một vùng đất đai thuận lợi","#các bộ lạc da đỏ #""Mười lăm bộ lạc dương xưa, Vâng lời thấy chiếu cùng đua đến chầu."" (TNNL)",oewn-08389338-n,True
bộ luật,d,"tập hợp các luật định theo một hệ thống, thống nhất trong một văn bản pháp luật của một ngành luật và được cơ quan quyền lực nhà nước cao nhất thông qua",#ban hành bộ luật mới #bộ luật dân sự #bộ luật hình sự,oewn-06680537-n,True
bộ máy,d,hệ thống các cơ quan hoặc bộ phận bảo đảm thực hiện những nhiệm vụ chung của một tổ chức,#bộ máy hành chính #bộ máy quản lí kinh tế,oewn-03706974-n,False
bộ máy,d,hệ thống các cơ quan hoặc bộ phận bảo đảm thực hiện một chức năng chung trong cơ thể,#bộ máy tiêu hoá #bộ máy hô hấp,oewn-05244557-n,True
bộ mặt,d,"toàn bộ nói chung những vẻ, những nét nhìn thấy trên mặt","#bộ mặt tươi tỉnh #bóc trần bộ mặt giả dối #""Anh Tư Bền lại phải giấu bộ mặt rầu rầu (...) để vui vẻ mà diễn lại đoạn cuối lượt nữa."" (Nguyễn Công Hoan; 7)",oewn-04686906-n,True
bộ mặt,d,"toàn bộ nói chung những cái bộc lộ ra bên ngoài, qua đó ít nhiều phản ánh được thực chất bên trong","#bộ mặt nông thôn có nhiều đổi mới #""Đồng Chùa nằm ở cửa ngõ phía nam của làng. Đó là tiền sảnh, là bộ mặt kiêu hãnh của làng."" (Nguyễn Khắc Trường; 1)",oewn-04686776-n,True
bộ môn,d,"bộ phận hợp thành của một ngành, một lĩnh vực khoa học, kĩ thuật, nghệ thuật",#các bộ môn nghệ thuật #bộ môn toán #giảng viên bộ môn,oewn-06005806-n,True
bộ não,d,"toàn bộ khối óc trong hộp sọ, nói chung",,oewn-05488747-n,True
bộ nhớ,d,"bộ phận lưu trữ dữ liệu trong máy tính, để cung cấp khi cần sử dụng, xử lí",#lưu dữ liệu vào bộ nhớ #máy tính hết bộ nhớ,oewn-03749767-n,True
bộ nhớ chỉ đọc,d,"[A: Read Only Memory 'bộ nhớ chỉ đọc', viết tắt] bộ nhớ của máy tính dùng để giữ các lệnh cần cho khởi động máy mà nội dung không thể sửa đổi được trong việc sử dụng thông thường; phân biệt với RAM",,oewn-04065351-n,True
bộ nhớ ngoài,d,bộ nhớ lưu trữ dữ liệu và chương trình mà máy tính không cần ngay,,oewn-02766311-n,True
bộ nhớ sơ cấp,d,"bộ nhớ chính của máy tính, dùng để chứa dữ liệu và các lệnh xử lí, cũng dùng để lưu tạm thời dữ liệu trước khi được chuyển đến các thiết bị đầu ra thích hợp",,oewn-04059869-n,True
bộ nhớ thâm nhập ngẫu nhiên,d,"[A: Random Access Memory 'bộ nhớ truy cập ngẫu nhiên', viết tắt] bộ nhớ của máy tính dùng để giữ tạm dữ liệu cho việc xử lí mà nội dung có thể sửa đổi được trong việc sử dụng thông thường; phân biệt với ROM",,oewn-04059869-n,True
bộ nhớ trong,d,"bộ nhớ chính của máy tính, dùng để chứa dữ liệu và các lệnh xử lí, cũng dùng để lưu tạm thời dữ liệu trước khi được chuyển đến các thiết bị đầu ra thích hợp",,oewn-04059869-n,True
bộ nhớ truy cập ngẫu nhiên,d,"[A: Random Access Memory 'bộ nhớ truy cập ngẫu nhiên', viết tắt] bộ nhớ của máy tính dùng để giữ tạm dữ liệu cho việc xử lí mà nội dung có thể sửa đổi được trong việc sử dụng thông thường; phân biệt với ROM",,oewn-04059869-n,True
bộ óc,d,"óc của con người, coi là biểu tượng của những khả năng trí tuệ, của sự thông minh","#""Người chiến sĩ trinh sát không chỉ có đôi mắt tinh tường mà cần phải có cả bộ óc thông minh nữa."" (Khuất Quang Thuỵ; 2)",oewn-05626442-n,True
bộ phận,d,phần làm nên một chỉnh thể,#các bộ phận của cơ thể #tháo rời từng bộ phận của máy #các bộ phận cấu thành của nền kinh tế,oewn-04172050-n,True
bộ sậu,d,"toàn bộ những người, những bộ phận làm thành một bộ máy tổ chức nào đó","#bộ sậu lãnh đạo của công ti #""Trên xe, trung đoàn trưởng cùng bộ sậu cơ quan tham mưu ngồi chật cứng."" (Hữu Mai; 4)",oewn-08181484-n,True
bộ tịch,d,bộ điệu [thường hàm ý chê],"#bộ tịch đáng ghét #""Tám Mun cười lớn, mặt mày rạng rỡ, bộ tịch trở lại vui vẻ hoạt bát hẳn lên (...)"" (Đoàn Giỏi; 5)",oewn-04917312-n,False
bộ tộc,d,"hình thái cộng đồng tộc người hình thành trong giai đoạn cuối của chế độ bộ lạc nguyên thuỷ, được phát triển trong thời chiếm hữu nô lệ và phong kiến sơ kì, có vùng cư trú, trạng thái kinh tế, văn hoá và tên gọi riêng",#bộ tộc da đỏ ở châu Mĩ,oewn-08389338-n,True
bộ tổng tư lệnh,d,cơ quan chỉ huy cao nhất của các lực lượng vũ trang,,oewn-08422224-n,True
bộ trưởng,d,người đứng đầu lãnh đạo một bộ trong chính phủ,#bộ trưởng bộ ngoại giao #bộ trưởng bộ giáo dục,oewn-10340521-n,True
bộ tư lệnh,d,cơ quan chỉ huy quân sự cấp liên binh đoàn và tương đương,#bộ tư lệnh liên khu #bộ tư lệnh phòng không,oewn-08421852-n,True
bộ tướng,d,tướng mạo,"#bộ tướng dữ tợn #""Nè, tao coi bộ tướng nó không đặng khá đâu nghe!"" (Anh Đức; 28)",oewn-04682072-n,True
bộ tướng,d,tướng trực tiếp dưới quyền một tướng khác cấp cao hơn [trong chế độ phong kiến],"#""(...) Chỉnh vào tâu với vua, xin sai bộ tướng là Lê Duật đem quân đi đánh quận Thạc."" (HLNTC)",oewn-10689430-n,False
bộ vạt,d,chõng [tre],"#""Bà Cà Xợi đã thức dậy, ngồi trên bộ vạt, chân thõng xuống."" (Anh Đức; 16)",oewn-02832068-n,False
bộ vi xử lí,d,"mạch tích hợp chứa bộ xử lí trung tâm [CPU] của máy tính, thường được bố trí trên một chip nhỏ",,oewn-03765845-n,True
bộ vi xử lý,d,"mạch tích hợp chứa bộ xử lí trung tâm [CPU] của máy tính, thường được bố trí trên một chip nhỏ",,oewn-03765845-n,True
bộ vị,d,vị trí của một bộ phận [thường là của cơ thể],#bộ vị cấu âm,oewn-08639173-n,True
bộ xử lí,d,"thiết bị tự động xử lí dữ liệu, là thành phần của máy tính điện tử thực hiện các nhiệm vụ tính toán và điều khiển",,oewn-02998952-n,True
bộ xử lí trung tâm,d,"[A: Central Processing Unit 'đơn vị xử lí trung tâm', viết tắt] bộ phận của máy tính điện tử thực hiện các thao tác sơ cấp và điều khiển việc thực hiện dãy các thao tác sơ cấp đó",,oewn-02998952-n,True
bộ xử lý,d,"thiết bị tự động xử lí dữ liệu, là thành phần của máy tính điện tử thực hiện các nhiệm vụ tính toán và điều khiển",,oewn-02998952-n,True
bộ xử lý trung tâm,d,"[A: Central Processing Unit 'đơn vị xử lí trung tâm', viết tắt] bộ phận của máy tính điện tử thực hiện các thao tác sơ cấp và điều khiển việc thực hiện dãy các thao tác sơ cấp đó",,oewn-02998952-n,True
bốc,d,bình có vòi ở đáy dùng để thụt rửa đường ruột,,oewn-00697197-n,True
bốc,d,"cốc đựng bia, khoảng 1/4 lít",#uống mấy bốc bia,oewn-02826892-n,False
bốc,d,"kiểu tóc nam giới cắt ngắn, chỉ để dài một mái trước",#đầu húi bốc #cắt đầu bốc,oewn-05268304-n,False
bốc,d,quyền Anh,#đấu box #đấm box,oewn-00446787-n,True
bộc lôi,d,bộc phá,"#""Lớp hàng rào (...) đã tung toé vỡ gục hàng mảnh như vừa bị bộc lôi phá."" (Nguyễn Tuân; 2)",oewn-00378172-n,True
bộc phá,d,khối thuốc nổ để phá các vật rắn chắc,"#đánh bằng bộc phá #""Bộc phá nổ một tiếng lớn. Đất đai hang động như bưng lên hết."" (Anh Đức; 16)",oewn-03011879-n,True
bồi,d,"người đàn ông làm thuê chuyên phục vụ trong khách sạn, nhà hàng hoặc nhà riêng","#làm bồi làm bếp #bồi bàn #""Em phải là đứa làm bồi các nhà hàng lớn ngoài tỉnh, chứ không phải là chú nhỏ hầu rượu chỗ này đâu!"" (Đoàn Giỏi; 4)",oewn-10783051-n,True
bồi bàn,d,người làm thuê chuyên phục vụ ở bàn ăn,#gọi bồi bàn tính tiền #làm bồi bàn cho khách sạn,oewn-10783051-n,True
bồi bếp,d,"người đàn ông đi ở làm việc phục dịch, như bồi, bếp, v.v. [nói khái quát]","#""(...) tôi phiền vì nhà tôi chật chội, vả bồi bếp làm không quen cỗ theo lối bản xứ."" (Nguyễn Công Hoan; 10)",oewn-10043844-n,False
bồi bút,d,kẻ làm tay sai bằng nghề viết sách báo,#bọn bồi bút của lũ thực dân,oewn-10502506-n,True
bồi khoản,d,"món tiền phải bồi thường, thường là khi bại trận hoặc thua kiện",#bồi khoản chiến tranh,oewn-13313413-n,True
bồi phòng,d,người làm thuê chuyên phục vụ trong các phòng ở khách sạn,,oewn-09925746-n,False
bồi tế,d,người đứng tế phụ bên cạnh chủ tế trong một lễ tế thời trước,"#""Trong đình các cụ vào bồi tế. Lố nhố những tấm áo thụng xanh đã bạc phếch."" (Tô Hoài; 12)",oewn-09782772-n,False
bồi thẩm,d,thẩm phán cùng ngồi xét xử với chánh án trong một phiên toà,,oewn-08431076-n,False
bồi thần,d,"bề tôi của vua chư hầu, trong quan hệ với hoàng đế ở Trung Quốc thời xưa [đối với hoàng đế, vua chư hầu là bề tôi, tức là thần, còn kẻ bề tôi của vua chư hầu là bồi thần]","#""Nước chúng tôi đã đến kỳ tiến cống, theo lệ phải kính sai bồi thần đệ dâng lễ vật."" (HLNTC)",oewn-10766249-n,False
bồi tích,d,"lớp đất đá đọng trong các thung lũng sông, do dòng nước chảy đưa tới",,oewn-09216160-n,True
bổi,d,"mớ cành lá, cỏ rác lẫn lộn, thường dùng để đun",#đống bổi #hết củi phải đun bằng bổi,oewn-14809356-n,True
bổi,d,"vụn rơm, thóc lép",#trộn đất lẫn bổi để trát tường,oewn-14830069-n,True
bối,d,"đê nhỏ, đắp vòng ngoài đê chính",,oewn-03663961-n,True
bối,d,"mớ vật dài xoắn vào nhau, quấn chặt vào nhau","#một búi tóc rối #búi cỏ khô #""Con nhện vàng mắc búi tơ vương, Càng biết nhau lắm càng thương nhau nhiều."" (Cdao)",oewn-09477542-n,True
bối cảnh,d,"cảnh vật làm nền trong bức vẽ, phim ảnh, hoặc khung cảnh bài trí làm nền trên sân khấu",,oewn-05942570-n,True
bối cảnh,d,"điều kiện lịch sử, hoặc hoàn cảnh chung có tác dụng đối với một con người, hoặc một sự kiện",#trong bối cảnh hội nhập với quốc tế #được sống trong bối cảnh một gia đình có nền nếp,oewn-14536419-n,True
bội,d,tích của một đại lượng với một số nguyên,#bội chung nhỏ nhất,oewn-05868575-n,True
bội chung,d,bội đồng thời của nhiều đại lượng,#bội chung nhỏ nhất,oewn-13757495-n,True
bội số,d,tích của một số với một số nguyên,#9 là bội số của 3,oewn-05868575-n,True
bội số chung,d,bội số đồng thời của hai hay nhiều đại lượng,"#12 là bội số chung của 2, 3, 4 và 6 #tìm bội số chung nhỏ nhất của 4 và 6",oewn-13757495-n,True
bội tinh,d,tên gọi một huân chương của đế quốc Pháp thời Pháp thuộc,,oewn-06719615-n,True
bôn sê vích,d,"người đảng viên Đảng cộng sản Nga, người cộng sản theo chủ nghĩa bôn sê vích",,oewn-09883342-n,True
bồn,d,"đồ dùng chứa nước để tắm rửa hoặc trồng cây cảnh, v.v., thường đặt ở những vị trí nhất định",#bồn tắm #bồn rửa bát #một bồn hoa,oewn-04500676-n,False
bồn,d,"khoảng đất đánh thành vồng và thường có xây bờ bao thấp xung quanh để trồng cây, trồng hoa",#bồn hoa,oewn-03373198-n,False
bồn cầu,d,bệ xí,,oewn-04453655-n,True
bồn địa,d,"vùng đất trũng thấp, rộng lớn, thường có núi bao quanh","#lên Tây Nguyên rất thú vị, vì có bồn địa rộng và có biết bao cảnh đẹp",oewn-09238344-n,True
bồn tắm,d,"bồn to, dài, thường làm bằng nhựa, inox hoặc sắt tráng men, dùng chứa nước để có thể ngồi hoặc nằm trong đó mà tắm","#""Làn nước ấm trong bồn tắm và những tia nước từ vòi hoa sen phun ra khiến toàn thân Phi nóng ran (...)"" (Nguyễn Kiên; 10)",oewn-02811600-n,True
bổn phận,d,"trách nhiệm và phần việc phải gánh vác, lo liệu, theo đạo lí thông thường","#bổn phận làm con #""Chàng thản nhiên, ngày ngày đến lớp dạy học và làm đủ bổn phận, không hơn không kém, đối với nhà trường và đối với học trò."" (Khái Hưng; 4)",oewn-01132241-n,True
bốn,d,số [ghi bằng 4] liền sau số ba trong dãy số tự nhiên,"#học lớp bốn #bốn ba (kng; bốn mươi ba) #""Suốt bốn mùa xuân hạ thu đông, Thiếp ngồi dệt vải chỉ trông bóng chàng."" (Cdao)",oewn-13766444-n,True
bốn bể,d,"tất cả mọi nơi trên thế giới, toàn thế giới","#đi khắp bốn biển #""Vui tiếng ca chung hoà bốn biển, Nâng niu tất cả chỉ quên mình."" (Tố Hữu; 3)",oewn-09503939-n,True
bốn biển,d,"tất cả mọi nơi trên thế giới, toàn thế giới","#đi khắp bốn biển #""Vui tiếng ca chung hoà bốn biển, Nâng niu tất cả chỉ quên mình."" (Tố Hữu; 3)",oewn-09489410-n,False
bốn phương,d,"tất cả các phương trời, tất cả các nơi","#đi khắp bốn phương #""Bốn phương mây trắng một màu, Trông vời cố quốc biết đâu là nhà?"" (TKiều)",oewn-08647614-n,False
